account_id,account_number,person_id,bank_name
A01709,15922209764861,P00855,Synthetic Cooperative Bank
A01710,82559143211724,P01494,Mock Union Bank
A01711,05182080861780,P00743,Sample Trust Bank
A01712,35384732420570,P01829,Synthetic Cooperative Bank
A01713,95925707279290,P00852,Mock Union Bank
A01714,99811721370261,P01415,Sample Trust Bank
A01715,67270224102621,P00969,Fictional National Bank
A01716,08320914319384,P01066,Fictional National Bank
A01717,31189230731397,P01557,Synthetic Cooperative Bank
A01718,87287713042387,P01134,Sample Trust Bank
A01719,09007796427709,P01002,Sample Trust Bank
A01720,52539913854131,P01056,Sample Trust Bank
A01721,44851954423344,P01252,Fictional National Bank
A01722,88551088921710,P00342,Sample Trust Bank
A01723,53159964608725,P00538,Mock Union Bank
A01724,77538817683532,P00991,Mock Union Bank
A01725,11016219897446,P00932,Synthetic Cooperative Bank
A01726,81516491907044,P00179,Mock Union Bank
A01727,64923066190174,P00224,Mock Union Bank
A01728,52467193064739,P00321,Fictional National Bank
A01729,75358983243595,P01533,Fictional National Bank
A01730,31695432324693,P00461,Mock Union Bank
A01731,69788377720439,P00704,Sample Trust Bank
A01732,88842716965645,P01708,Mock Union Bank
A01733,92840347696454,P01463,Mock Union Bank
A01734,68994253283693,P00001,Fictional National Bank
A01735,80118721398302,P01733,Fictional National Bank
A01736,56572386160186,P01386,Fictional National Bank
A01737,36406958051840,P01162,Mock Union Bank
A01738,73503188497416,P01287,Synthetic Cooperative Bank
A01739,85563366023521,P00358,Sample Trust Bank
A01740,21182891305102,P01260,Sample Trust Bank
A01741,05814796056233,P00169,Fictional National Bank
A01742,79768854346458,P01182,Synthetic Cooperative Bank
A01743,46373330030471,P01220,Sample Trust Bank
A01744,23425301281940,P01331,Fictional National Bank
A01745,29520781874146,P00209,Mock Union Bank
A01746,63707043737514,P00820,Synthetic Cooperative Bank
A01747,35546222847660,P00737,Fictional National Bank
A01748,49091261935815,P01221,Fictional National Bank
A01749,85940048965608,P00583,Mock Union Bank
A01750,54495697755612,P00759,Synthetic Cooperative Bank
A01751,01522904015076,P00570,Synthetic Cooperative Bank
A01752,42012172209434,P01186,Synthetic Cooperative Bank
A01753,82419857787341,P00369,Synthetic Cooperative Bank
A01754,23073571361877,P01919,Mock Union Bank
A01755,89535258535599,P01154,Mock Union Bank
A01756,41436043872430,P00230,Mock Union Bank
A01757,60641442509693,P01117,Synthetic Cooperative Bank
A01758,57901550880639,P01555,Mock Union Bank
A01759,54505296537047,P01036,Sample Trust Bank
A01760,09856835051834,P01445,Mock Union Bank
A01761,27554701429503,P01998,Synthetic Cooperative Bank
A01762,36834021104549,P00846,Fictional National Bank
A01763,46065349309666,P01254,Synthetic Cooperative Bank
A01764,16605577390455,P00606,Mock Union Bank
A01765,23319312108110,P00379,Synthetic Cooperative Bank
A01766,73800778981968,P01084,Sample Trust Bank
A01767,66688433165098,P01828,Synthetic Cooperative Bank
A01768,81272490140543,P00444,Synthetic Cooperative Bank
A01769,98984738439537,P00547,Synthetic Cooperative Bank
A01770,80153584962003,P01960,Synthetic Cooperative Bank
A01771,02019268601738,P01674,Mock Union Bank
A01772,55505181761426,P00636,Sample Trust Bank
A01773,43677041108002,P00269,Sample Trust Bank
A01774,91359748956425,P01780,Synthetic Cooperative Bank
A01775,31779105372565,P00974,Sample Trust Bank
A01776,37343488919000,P00441,Fictional National Bank
A01777,20127760662595,P00329,Sample Trust Bank
A01778,44112848421727,P01087,Mock Union Bank
A01779,21940478913671,P01531,Sample Trust Bank
A01780,68498991263827,P00141,Mock Union Bank
A01781,55097333098703,P00171,Synthetic Cooperative Bank
A01782,29852704973444,P01406,Sample Trust Bank
A01783,46474965913110,P01752,Fictional National Bank
A01784,52218159588123,P01894,Sample Trust Bank
A01785,88660882323511,P01588,Synthetic Cooperative Bank
A01786,52254945703176,P01310,Fictional National Bank
A01787,13247073081414,P00110,Synthetic Cooperative Bank
A01788,75745451733016,P01894,Mock Union Bank
A01789,48765781591665,P01392,Mock Union Bank
A01790,17286421360171,P01270,Mock Union Bank
A01791,22294531965164,P01873,Mock Union Bank
A01792,18054008538094,P01752,Synthetic Cooperative Bank
A01793,79619909798965,P00040,Fictional National Bank
A01794,18708781574916,P00446,Sample Trust Bank
A01795,56709866788516,P00135,Synthetic Cooperative Bank
A01796,85285794015415,P00049,Fictional National Bank
A01797,98511881167873,P00782,Mock Union Bank
A01798,08514966757169,P01017,Mock Union Bank
A01799,23134268396995,P00569,Sample Trust Bank
A01800,39570016845122,P00188,Mock Union Bank
A01801,02387893038147,P01764,Sample Trust Bank
A01802,04096262922595,P01891,Synthetic Cooperative Bank
A01803,21098532727206,P00871,Sample Trust Bank
A01804,49059730375374,P00917,Mock Union Bank
A01805,08830682948170,P01965,Mock Union Bank
A01806,67294279191637,P01883,Fictional National Bank
A01807,72028882397970,P00069,Sample Trust Bank
A01808,15242443102993,P00941,Synthetic Cooperative Bank
A01809,36740092542709,P00187,Synthetic Cooperative Bank
A01810,81803430714883,P00208,Fictional National Bank
A01811,45082759868581,P01860,Sample Trust Bank
A01812,84674822328642,P00549,Mock Union Bank
A01813,64717426588406,P00017,Sample Trust Bank
A01814,24501160124181,P01581,Fictional National Bank
A01815,07621096926216,P01378,Mock Union Bank
A01816,02063141092443,P00928,Synthetic Cooperative Bank
A01817,40568642961724,P01170,Sample Trust Bank
A01818,27318897060446,P01809,Synthetic Cooperative Bank
A01819,74457199167342,P00037,Fictional National Bank
A01820,11407813664929,P00498,Fictional National Bank
A01821,38394271342470,P00981,Sample Trust Bank
A01822,49222571640048,P01331,Mock Union Bank
A01823,41434564663971,P01642,Fictional National Bank
A01824,20633575997949,P01676,Sample Trust Bank
A01825,67564667667491,P00618,Synthetic Cooperative Bank
A01826,81694032422164,P00593,Mock Union Bank
A01827,24421461004983,P00394,Mock Union Bank
A01828,00581983651469,P01886,Fictional National Bank
A01829,18376539790057,P00634,Synthetic Cooperative Bank
A01830,10807509503545,P01523,Fictional National Bank
A01831,64029422085950,P00413,Synthetic Cooperative Bank
A01832,12155959959241,P01982,Sample Trust Bank
A01833,65536018117032,P00213,Fictional National Bank
A01834,25383614491792,P01338,Fictional National Bank
A01835,51481114687261,P01306,Fictional National Bank
A01836,70215384503559,P00978,Sample Trust Bank
A01837,31312131243466,P01848,Sample Trust Bank
A01838,91362153944060,P00248,Fictional National Bank
A01839,46120584984475,P01674,Synthetic Cooperative Bank
A01840,60074813353336,P01236,Mock Union Bank
A01841,75180075658255,P00125,Mock Union Bank
A01842,38686123587905,P01016,Fictional National Bank
A01843,30907294856366,P00947,Sample Trust Bank
A01844,13962863389754,P00871,Sample Trust Bank
A01845,12143593939427,P00049,Synthetic Cooperative Bank
A01846,28815659604028,P01018,Sample Trust Bank
A01847,77064813357829,P00552,Synthetic Cooperative Bank
A01848,42350688439393,P00526,Sample Trust Bank
A01849,26382391929478,P00055,Sample Trust Bank
A01850,45603186865927,P00547,Mock Union Bank
A01851,12964548277195,P01846,Fictional National Bank
A01852,19941364477291,P01900,Fictional National Bank
A01853,44014708231961,P01084,Sample Trust Bank
A01854,58828442718045,P01297,Mock Union Bank
A01855,12899512174475,P01223,Sample Trust Bank
A01856,36518370470237,P01496,Fictional National Bank
A01857,25068212035813,P01310,Sample Trust Bank
A01858,95196245240558,P01973,Sample Trust Bank
A01859,59199885522929,P00339,Sample Trust Bank
A01860,02598458554220,P00954,Mock Union Bank
A01861,87291298967335,P00576,Synthetic Cooperative Bank
A01862,63230017195576,P00902,Synthetic Cooperative Bank
A01863,51662156748637,P00256,Mock Union Bank
A01864,03036638602687,P01629,Fictional National Bank
A01865,58405318865852,P01358,Synthetic Cooperative Bank
A01866,76172746003410,P01008,Mock Union Bank
A01867,82870351719949,P01727,Sample Trust Bank
A01868,00970644071253,P00504,Mock Union Bank
A01869,11555240278201,P01934,Mock Union Bank
A01870,13083953116951,P01104,Mock Union Bank
A01871,23450896071376,P01601,Sample Trust Bank
A01872,08060605064051,P01610,Fictional National Bank
A01873,28401440790438,P01079,Synthetic Cooperative Bank
A01874,17324615522411,P00631,Synthetic Cooperative Bank
A01875,14812689265835,P01858,Synthetic Cooperative Bank
A01876,83968856069456,P00932,Mock Union Bank
A01877,93195799659123,P00866,Mock Union Bank
A01878,94930784578449,P01736,Fictional National Bank
A01879,23077146502860,P01466,Fictional National Bank
A01880,83769108189813,P01997,Sample Trust Bank
A01881,11047084444532,P01052,Mock Union Bank
A01882,21195110945265,P00798,Synthetic Cooperative Bank
A01883,55146200088887,P00142,Sample Trust Bank
A01884,14377222855693,P00585,Fictional National Bank
A01885,49354881073276,P01676,Fictional National Bank
A01886,90377731102537,P01182,Mock Union Bank
A01887,93358515149400,P01710,Sample Trust Bank
A01888,67239798811882,P00519,Fictional National Bank
A01889,07605955870425,P01509,Synthetic Cooperative Bank
A01890,76967325496607,P01382,Fictional National Bank
A01891,73723805712166,P00344,Synthetic Cooperative Bank
A01892,68273428904268,P01207,Mock Union Bank
A01893,44606889589932,P01471,Fictional National Bank
A01894,33044217953485,P01244,Sample Trust Bank
A01895,50446240441631,P00492,Sample Trust Bank
A01896,64170003379047,P01443,Mock Union Bank
A01897,12066058085690,P01588,Synthetic Cooperative Bank
A01898,91708880724207,P01443,Mock Union Bank
A01899,87722696673495,P00459,Sample Trust Bank
A01900,15008585491465,P01947,Fictional National Bank
A01901,79212719526171,P00863,Sample Trust Bank
A01902,96837201648547,P00929,Fictional National Bank
A01903,25819634813004,P00481,Synthetic Cooperative Bank
A01904,25691539305818,P01763,Sample Trust Bank
A01905,24046610106195,P01383,Fictional National Bank
A01906,18932986536614,P01579,Mock Union Bank
A01907,18187850374361,P00037,Synthetic Cooperative Bank
A01908,42618912415212,P00671,Fictional National Bank
A01909,93387300603289,P01582,Sample Trust Bank
A01910,57377564108945,P01205,Synthetic Cooperative Bank
A01911,25940376494133,P00062,Fictional National Bank
A01912,84552255494228,P01865,Mock Union Bank
A01913,14136325586133,P01996,Synthetic Cooperative Bank
A01914,30561311137236,P01850,Sample Trust Bank
A01915,90821352211118,P01432,Fictional National Bank
A01916,83087993330913,P01887,Fictional National Bank
A01917,98602082896818,P01259,Fictional National Bank
A01918,35862835880588,P00522,Sample Trust Bank
A01919,96807687902446,P00962,Mock Union Bank
A01920,35986484092702,P00538,Fictional National Bank
A01921,54224898014768,P01609,Synthetic Cooperative Bank
A01922,39159658668140,P01647,Synthetic Cooperative Bank
A01923,84545367932633,P01663,Mock Union Bank
A01924,70811759661446,P00683,Sample Trust Bank
A01925,49089571070611,P00736,Mock Union Bank
A01926,22359606585522,P01734,Mock Union Bank
A01927,44360488486181,P00049,Sample Trust Bank
A01928,75768263690089,P00558,Sample Trust Bank
A01929,30365907746743,P01883,Synthetic Cooperative Bank
A01930,09705550133343,P00583,Fictional National Bank
A01931,72749631885340,P01962,Synthetic Cooperative Bank
A01932,10158526323107,P00769,Mock Union Bank
A01933,88462054201186,P00929,Sample Trust Bank
A01934,27263401881497,P01745,Sample Trust Bank
A01935,18182715131948,P01441,Synthetic Cooperative Bank
A01936,82763439463571,P01475,Sample Trust Bank
A01937,35473745714727,P01271,Mock Union Bank
A01938,79319807123367,P01877,Fictional National Bank
A01939,15542373997704,P01365,Fictional National Bank
A01940,58861364323590,P00490,Sample Trust Bank
A01941,87755484004210,P00474,Sample Trust Bank
A01942,88576019666793,P01182,Synthetic Cooperative Bank
A01943,83607989097892,P00978,Fictional National Bank
A01944,98338101362408,P00992,Synthetic Cooperative Bank
A01945,52646744563225,P00162,Fictional National Bank
A01946,67884880595474,P00723,Synthetic Cooperative Bank
A01947,28923437142438,P00015,Fictional National Bank
A01948,37249288409696,P01570,Mock Union Bank
A01949,85375122072159,P00974,Fictional National Bank
A01950,02224703213378,P00650,Fictional National Bank
A01951,84096429385550,P00118,Sample Trust Bank
A01952,32008224491306,P01253,Fictional National Bank
A01953,55704193640641,P00001,Mock Union Bank
A01954,18222413295010,P01675,Synthetic Cooperative Bank
A01955,32139928581427,P00477,Synthetic Cooperative Bank
A01956,22149161019953,P00622,Synthetic Cooperative Bank
A01957,05978428143519,P01925,Mock Union Bank
A01958,19979817630191,P01373,Fictional National Bank
A01959,31670141048820,P00690,Sample Trust Bank
A01960,56200983273652,P00514,Synthetic Cooperative Bank
A01961,25205656791671,P01218,Synthetic Cooperative Bank
A01962,94401305972533,P00919,Synthetic Cooperative Bank
A01963,97073068688786,P00605,Fictional National Bank
A01964,02285404026166,P01148,Mock Union Bank
A01965,01562258481906,P00628,Fictional National Bank
A01966,98278147056497,P00569,Fictional National Bank
A01967,29126981533453,P01682,Synthetic Cooperative Bank
A01968,30926978833102,P01088,Fictional National Bank
A01969,20564598034405,P01000,Mock Union Bank
A01970,95197439504449,P00864,Synthetic Cooperative Bank
A01971,09545549128311,P01505,Sample Trust Bank
A01972,94944228329958,P01772,Sample Trust Bank
A01973,42796304955094,P01980,Sample Trust Bank
A01974,64163882810592,P01060,Mock Union Bank
A01975,11894623116655,P00199,Sample Trust Bank
A01976,63004335901564,P00441,Fictional National Bank
A01977,55694146735928,P00907,Synthetic Cooperative Bank
A01978,96257741616566,P01439,Mock Union Bank
A01979,64063365586171,P01797,Fictional National Bank
A01980,96796939249623,P00109,Mock Union Bank
A01981,69285156283794,P00556,Sample Trust Bank
A01982,41733360107867,P00883,Sample Trust Bank
A01983,05345035816549,P01538,Fictional National Bank
A01984,61846487608576,P01253,Mock Union Bank
A01985,03632428662271,P00849,Synthetic Cooperative Bank
A01986,36656673906072,P00172,Sample Trust Bank
A01987,23657614766571,P01358,Sample Trust Bank
A01988,22612349457244,P00500,Fictional National Bank
A01989,48261481099578,P00900,Fictional National Bank
A01990,33807033156670,P01925,Mock Union Bank
A01991,30851983860696,P00382,Synthetic Cooperative Bank
A01992,98956911030897,P00601,Mock Union Bank
A01993,38040441616613,P01052,Fictional National Bank
A01994,54853961048088,P00779,Fictional National Bank
A01995,74987584024938,P00616,Sample Trust Bank
A01996,38992793544458,P00133,Fictional National Bank
A01997,73019952614578,P00677,Synthetic Cooperative Bank
A01998,56636305128163,P01654,Sample Trust Bank
A01999,63173338568369,P01233,Mock Union Bank
A02000,01503431629235,P00883,Sample Trust Bank
A02001,34335712057492,P00362,Fictional National Bank
A02002,86068289728702,P00433,Mock Union Bank
A02003,45310769070096,P00731,Fictional National Bank
A02004,67443593457161,P01099,Mock Union Bank
A02005,63360610132312,P01752,Synthetic Cooperative Bank
A02006,67268473081690,P00046,Synthetic Cooperative Bank
A02007,34206289580424,P00678,Mock Union Bank
A02008,11688392114367,P01623,Mock Union Bank
A02009,33466766829300,P01052,Sample Trust Bank
A02010,03877464385088,P00412,Synthetic Cooperative Bank
A02011,70445542835887,P00735,Mock Union Bank
A02012,09438054794898,P00335,Synthetic Cooperative Bank
A02013,18608075393985,P00014,Sample Trust Bank
A02014,60042709839654,P00892,Mock Union Bank
A02015,38053634716780,P01263,Mock Union Bank
A02016,78054452925824,P01555,Fictional National Bank
A02017,08745921893105,P00564,Sample Trust Bank
A02018,86946184165714,P00764,Fictional National Bank
A02019,87410566326246,P01321,Synthetic Cooperative Bank
A02020,02578653578666,P01859,Sample Trust Bank
A02021,60321124586154,P01796,Sample Trust Bank
A02022,84418519968327,P01221,Sample Trust Bank
A02023,89082371059602,P01880,Synthetic Cooperative Bank
A02024,98047327224375,P00445,Fictional National Bank
A02025,25969718511477,P00199,Sample Trust Bank
A02026,63159380962786,P01662,Fictional National Bank
A02027,91928344026083,P00184,Mock Union Bank
A02028,89743540858420,P01320,Mock Union Bank
A02029,54928767567538,P01221,Sample Trust Bank
A02030,81453924133733,P00804,Synthetic Cooperative Bank
A02031,40819444890208,P01925,Mock Union Bank
A02032,73599192157864,P00274,Mock Union Bank
A02033,29612052870019,P01422,Fictional National Bank
A02034,46521225624437,P00741,Sample Trust Bank
A02035,92066545667037,P01592,Fictional National Bank
A02036,10955753882578,P00866,Mock Union Bank
A02037,71171856911781,P01373,Sample Trust Bank
A02038,81589186239378,P01596,Mock Union Bank
A02039,71957156210004,P00112,Sample Trust Bank
A02040,19406568590037,P01412,Fictional National Bank
A02041,61463910274237,P01772,Synthetic Cooperative Bank
A02042,62314701260562,P00880,Synthetic Cooperative Bank
A02043,92362013421487,P00791,Sample Trust Bank
A02044,29862811803196,P00451,Mock Union Bank
A02045,91358263747888,P00379,Synthetic Cooperative Bank
A02046,91987813391723,P00582,Synthetic Cooperative Bank
A02047,23927541387055,P01106,Mock Union Bank
A02048,05475532413690,P01605,Sample Trust Bank
A02049,24991410717878,P00066,Sample Trust Bank
A02050,53600454579427,P00983,Mock Union Bank
A02051,37326953724449,P00452,Sample Trust Bank
A02052,12269514369200,P01442,Fictional National Bank
A02053,58534029708953,P01547,Sample Trust Bank
A02054,64013748967826,P00047,Synthetic Cooperative Bank
A02055,69246105993180,P01804,Mock Union Bank
A02056,79405051594906,P01331,Fictional National Bank
A02057,56270610500917,P00474,Fictional National Bank
A02058,95372817740898,P01946,Mock Union Bank
A02059,75311545164339,P00936,Synthetic Cooperative Bank
A02060,36700974188682,P01035,Sample Trust Bank
A02061,71988723075578,P01455,Sample Trust Bank
A02062,16584130093220,P01651,Sample Trust Bank
A02063,20667298361941,P00572,Fictional National Bank
A02064,82963802649280,P00356,Synthetic Cooperative Bank
A02065,12265817729257,P00148,Synthetic Cooperative Bank
A02066,68123053252600,P00838,Fictional National Bank
A02067,81230738880122,P01268,Fictional National Bank
A02068,36521010745205,P00264,Fictional National Bank
A02069,91197158085111,P00066,Mock Union Bank
A02070,41225011287508,P00050,Synthetic Cooperative Bank
A02071,03909738079914,P00776,Synthetic Cooperative Bank
A02072,19104514146881,P00977,Sample Trust Bank
A02073,61095834835912,P00624,Sample Trust Bank
A02074,36247990523347,P00663,Mock Union Bank
A02075,91783563640585,P00028,Fictional National Bank
A02076,55771707757662,P00195,Sample Trust Bank
A02077,61042030735386,P00143,Synthetic Cooperative Bank
A02078,15978007861690,P01713,Fictional National Bank
A02079,53475507481444,P01640,Synthetic Cooperative Bank
A02080,44692662639519,P01518,Fictional National Bank
A02081,38334941552992,P01429,Sample Trust Bank
A02082,71358996160013,P00913,Fictional National Bank
A02083,78718797892930,P00225,Fictional National Bank
A02084,77258400906250,P01838,Mock Union Bank
A02085,66050689025528,P00803,Sample Trust Bank
A02086,84070419024161,P00391,Sample Trust Bank
A02087,23797309053301,P00884,Synthetic Cooperative Bank
A02088,86470485502313,P00650,Sample Trust Bank
A02089,44715650371500,P01939,Sample Trust Bank
A02090,83826820120215,P00502,Synthetic Cooperative Bank
A02091,20767957571869,P00794,Sample Trust Bank
A02092,00697365879492,P00274,Synthetic Cooperative Bank
A02093,51108178313571,P00229,Fictional National Bank
A02094,36617658818837,P01183,Sample Trust Bank
A02095,61712550758493,P01955,Fictional National Bank
A02096,78264083444340,P01599,Synthetic Cooperative Bank
A02097,85599108771756,P01767,Sample Trust Bank
A02098,35790381868320,P01450,Fictional National Bank
A02099,38654370112699,P00925,Synthetic Cooperative Bank
A02100,72249761934877,P01046,Sample Trust Bank
A02101,31098624531157,P00086,Fictional National Bank
A02102,26522710684666,P01089,Mock Union Bank
A02103,58404291037497,P01712,Synthetic Cooperative Bank
A02104,56712124987641,P00838,Mock Union Bank
A02105,21319139683902,P00696,Synthetic Cooperative Bank
A02106,67220711350336,P01151,Sample Trust Bank
A02107,94949278367744,P01035,Sample Trust Bank
A02108,45719554968472,P00369,Sample Trust Bank
A02109,04128177171699,P01372,Mock Union Bank
A02110,28396324700429,P00534,Mock Union Bank
A02111,47120073168080,P01936,Sample Trust Bank
A02112,24239977675329,P01577,Synthetic Cooperative Bank
A02113,87599058841948,P01153,Synthetic Cooperative Bank
A02114,41188034670061,P00542,Sample Trust Bank
A02115,84738106370721,P01205,Mock Union Bank
A02116,22616340546498,P00071,Mock Union Bank
A02117,90175240017550,P01981,Mock Union Bank
A02118,35781412770153,P01183,Synthetic Cooperative Bank
A02119,87928392912381,P01917,Fictional National Bank
A02120,74007432628432,P01309,Synthetic Cooperative Bank
A02121,60356729442472,P01318,Synthetic Cooperative Bank
A02122,64728333432603,P00308,Synthetic Cooperative Bank
A02123,75617583441730,P00264,Fictional National Bank
A02124,81924241296359,P01456,Sample Trust Bank
A02125,28832093974980,P00732,Fictional National Bank
A02126,92936778514554,P01639,Mock Union Bank
A02127,42973726832334,P00558,Synthetic Cooperative Bank
A02128,55737851393116,P00401,Mock Union Bank
A02129,26456967570571,P00427,Sample Trust Bank
A02130,91833335625501,P00184,Synthetic Cooperative Bank
A02131,84103411373202,P00662,Synthetic Cooperative Bank
A02132,73822606868663,P00063,Fictional National Bank
A02133,09964886399875,P01495,Sample Trust Bank
A02134,19299591102984,P01120,Synthetic Cooperative Bank
A02135,35093275329694,P01048,Sample Trust Bank
A02136,20130653323969,P00377,Fictional National Bank
A02137,86641151644659,P01649,Synthetic Cooperative Bank
A02138,65978269008004,P00379,Sample Trust Bank
A02139,22600888439134,P00007,Sample Trust Bank
A02140,05388893129044,P00478,Synthetic Cooperative Bank
A02141,23616010972893,P00999,Synthetic Cooperative Bank
A02142,10151060978497,P00137,Fictional National Bank
A02143,20977663100945,P00552,Synthetic Cooperative Bank
A02144,42236532714725,P00153,Fictional National Bank
A02145,62332750944483,P00953,Fictional National Bank
A02146,49360161687630,P00983,Sample Trust Bank
A02147,22575848363917,P00395,Fictional National Bank
A02148,38988102957882,P00199,Synthetic Cooperative Bank
A02149,33586234223422,P01979,Sample Trust Bank
A02150,01442305665776,P00593,Fictional National Bank
A02151,61251743421084,P01450,Synthetic Cooperative Bank
A02152,88939031696466,P01991,Fictional National Bank
A02153,26874851176612,P01523,Mock Union Bank
A02154,68597664692659,P00974,Fictional National Bank
A02155,27746948254576,P00359,Synthetic Cooperative Bank
A02156,78200137683528,P00576,Fictional National Bank
A02157,24204653521705,P00458,Sample Trust Bank
A02158,77983002030433,P00260,Fictional National Bank
A02159,77900121532388,P01833,Mock Union Bank
A02160,99555062718106,P00124,Synthetic Cooperative Bank
A02161,85448066764629,P00142,Fictional National Bank
A02162,65165126547370,P01328,Mock Union Bank
A02163,14152387787000,P00322,Mock Union Bank
A02164,50693576338123,P00533,Mock Union Bank
A02165,33606203760207,P01657,Fictional National Bank
A02166,73668031697607,P00879,Fictional National Bank
A02167,66005593199493,P00527,Mock Union Bank
A02168,91615902879826,P00527,Synthetic Cooperative Bank
A02169,55574194508906,P00271,Sample Trust Bank
A02170,63409161693133,P00052,Synthetic Cooperative Bank
A02171,45280433264445,P00743,Fictional National Bank
A02172,94615286815915,P00796,Sample Trust Bank
A02173,07949179060812,P00922,Mock Union Bank
A02174,06029822489714,P00866,Sample Trust Bank
A02175,67596500021979,P00100,Sample Trust Bank
A02176,64704860165612,P01829,Mock Union Bank
A02177,25695125162802,P00863,Sample Trust Bank
A02178,42284746978513,P01808,Sample Trust Bank
A02179,19480446358002,P01919,Sample Trust Bank
A02180,29171411212905,P01907,Mock Union Bank
A02181,36263134946078,P00135,Fictional National Bank
A02182,29521938522293,P01437,Fictional National Bank
A02183,42311547970499,P01900,Synthetic Cooperative Bank
A02184,20605395432845,P00156,Fictional National Bank
A02185,99387884310749,P01853,Fictional National Bank
A02186,87642730092018,P00515,Sample Trust Bank
A02187,69832924011628,P00120,Fictional National Bank
A02188,68073281975077,P00174,Synthetic Cooperative Bank
A02189,89066505655340,P00148,Fictional National Bank
A02190,67161727753995,P01588,Mock Union Bank
A02191,16118698142185,P01751,Synthetic Cooperative Bank
A02192,30044922946897,P01131,Sample Trust Bank
A02193,66118570010920,P01257,Sample Trust Bank
A02194,86655719557290,P00453,Synthetic Cooperative Bank
A02195,38651767372725,P00520,Fictional National Bank
A02196,35931215100999,P00781,Fictional National Bank
A02197,98248613110358,P00341,Fictional National Bank
A02198,10912045938795,P00899,Sample Trust Bank
A02199,45354681966230,P00445,Fictional National Bank
A02200,73637570815180,P00376,Sample Trust Bank
A02201,83368261446455,P00982,Sample Trust Bank
A02202,31002668974275,P00694,Sample Trust Bank
A02203,48912552916539,P01865,Sample Trust Bank
A02204,47401586684927,P01133,Synthetic Cooperative Bank
A02205,52832402308912,P00712,Synthetic Cooperative Bank
A02206,94397150102394,P01757,Fictional National Bank
A02207,29009401774919,P00603,Synthetic Cooperative Bank
A02208,32495110967024,P01848,Fictional National Bank
A02209,69934787762974,P00146,Sample Trust Bank
A02210,30721782192790,P00869,Fictional National Bank
A02211,84642873457635,P00794,Sample Trust Bank
A02212,11354925867456,P00381,Mock Union Bank
A02213,31328156136823,P00612,Synthetic Cooperative Bank
A02214,29046084674072,P01956,Mock Union Bank
A02215,80187999717908,P01622,Mock Union Bank
A02216,52771152750736,P01114,Fictional National Bank
A02217,32040632236281,P01699,Sample Trust Bank
A02218,11130736619671,P01125,Sample Trust Bank
A02219,69781626671416,P01180,Synthetic Cooperative Bank
A02220,59700732127121,P00800,Mock Union Bank
A02221,97096273167349,P00238,Synthetic Cooperative Bank
A02222,42678617840548,P01108,Mock Union Bank
A02223,12061268737014,P01843,Mock Union Bank
A02224,87715892781259,P01235,Synthetic Cooperative Bank
A02225,99197936864215,P00425,Fictional National Bank
A02226,26109128277565,P00162,Synthetic Cooperative Bank
A02227,83767326426677,P01212,Synthetic Cooperative Bank
A02228,42352794340716,P00056,Synthetic Cooperative Bank
A02229,76647848605641,P01527,Synthetic Cooperative Bank
A02230,06660297294513,P00160,Mock Union Bank
A02231,09901480681065,P01736,Mock Union Bank
A02232,36326237505432,P01371,Synthetic Cooperative Bank
A02233,02784624068375,P01437,Mock Union Bank
A02234,87023071056400,P01432,Sample Trust Bank
A02235,41586795240874,P00889,Fictional National Bank
A02236,50757644963921,P00620,Mock Union Bank
A02237,19642404365451,P01109,Fictional National Bank
A02238,60022265679926,P01424,Sample Trust Bank
A02239,34178148089658,P00260,Sample Trust Bank
A02240,69211936875741,P00200,Synthetic Cooperative Bank
A02241,87670444718694,P01808,Fictional National Bank
A02242,90408086283557,P00448,Fictional National Bank
A02243,70931912125953,P00552,Mock Union Bank
A02244,24126662068566,P00424,Fictional National Bank
A02245,90288541111201,P01680,Mock Union Bank
A02246,61554277141045,P00066,Synthetic Cooperative Bank
A02247,87646880904952,P01742,Sample Trust Bank
A02248,18546413728112,P00055,Synthetic Cooperative Bank
A02249,44886366802955,P00412,Mock Union Bank
A02250,59975265700562,P01834,Mock Union Bank
A02251,43290811609629,P00089,Demo Cooperative Bank
A02252,39561361510037,P00748,Fictional City Bank
A02253,92120969860077,P01430,Demo Cooperative Bank
A02254,57155562394764,P01765,Fictional City Bank
A02255,91457859095198,P01781,Synthetic National Bank
A02256,95990560326625,P01889,Demo Cooperative Bank
